id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2866,Male,Loyal Customer,62,Business travel,Business,937,3,3,4,5,3,3,3,3,4,4,3,4,2,3,16,21.0,neutral or dissatisfied
2867,Male,Loyal Customer,56,Business travel,Business,3337,4,4,3,3,2,3,3,5,2,4,3,2,3,3,6,12.0,satisfied
2868,Male,Loyal Customer,17,Business travel,Business,1687,3,2,3,2,2,2,3,2,5,3,2,3,3,2,8,1.0,satisfied
2869,Female,Loyal Customer,75,Personal Travel,Eco,4982,3,2,2,3,3,3,5,2,4,2,1,5,1,3,5,5.0,neutral or dissatisfied
2870,Male,Loyal Customer,7,Personal Travel,Business,1439,3,3,4,3,1,4,2,3,2,3,3,3,5,3,4,0.0,neutral or dissatisfied
2871,Male,Loyal Customer,40,Business travel,Eco,4746,2,3,4,1,5,3,3,4,5,2,4,4,2,2,5,3.0,satisfied
2872,Female,Loyal Customer,40,Business travel,Eco Plus,4190,2,2,3,2,3,3,3,1,4,4,5,3,3,3,0,1.0,neutral or dissatisfied
2873,Female,Loyal Customer,84,Personal Travel,Eco,2366,1,3,5,5,3,4,4,2,3,2,3,3,2,3,20,27.0,neutral or dissatisfied
2874,Male,Loyal Customer,13,Business travel,Eco,2501,4,3,2,3,4,5,2,2,4,5,4,0,0,4,7,6.0,neutral or dissatisfied
2875,Male,Loyal Customer,44,Personal Travel,Business,1801,4,2,4,5,3,4,3,4,4,3,2,3,5,2,26,29.0,satisfied
2876,Female,Loyal Customer,34,Business travel,Eco,2166,3,2,2,3,4,3,3,3,2,3,3,2,3,4,4,0.0,satisfied
2877,Female,Loyal Customer,14,Business travel,Eco,2356,3,3,4,2,2,3,1,3,4,2,3,4,1,3,5,0.0,satisfied
2878,Female,Loyal Customer,24,Business travel,Eco,771,3,2,4,1,3,3,4,3,3,4,2,3,2,3,1,0.0,satisfied
2879,Female,Loyal Customer,39,Business travel,Business,1648,2,2,2,4,4,2,2,4,4,3,5,3,5,4,16,42.0,neutral or dissatisfied
2880,Female,Loyal Customer,78,Personal Travel,Eco,4385,3,4,3,3,2,3,1,4,3,2,3,4,4,4,11,5.0,satisfied
2881,Male,Loyal Customer,37,Business travel,Business,4895,2,3,5,3,4,4,4,4,2,2,4,0,0,3,4,5.0,satisfied
2882,Male,Loyal Customer,75,Personal Travel,Eco,321,5,2,2,2,0,3,3,4,4,2,3,3,3,4,1,4.0,neutral or dissatisfied
2883,Female,Loyal Customer,64,Personal Travel,Business,3675,4,2,3,4,4,3,3,5,3,3,3,2,3,0,6,6.0,neutral or dissatisfied
2884,Male,Loyal Customer,70,Personal Travel,Business,1235,3,2,3,3,2,2,3,2,3,3,2,2,4,5,55,51.0,neutral or dissatisfied
2885,Male,disloyal Customer,73,Personal Travel,Eco,3286,5,3,3,3,3,3,4,4,4,2,3,3,3,4,0,4.0,neutral or dissatisfied
2886,Male,disloyal Customer,62,Business travel,Eco,3126,4,5,1,2,3,2,3,5,5,4,5,3,1,5,4,0.0,neutral or dissatisfied
2887,Female,Loyal Customer,64,Business travel,Eco,4400,1,4,4,3,2,2,4,1,3,5,2,4,3,2,9,12.0,neutral or dissatisfied
2888,Male,Loyal Customer,19,Personal Travel,Eco,3526,3,2,3,4,2,5,2,3,2,1,4,3,2,3,8,4.0,neutral or dissatisfied
2889,Male,Loyal Customer,62,Business travel,Eco,4126,3,4,4,1,4,2,4,2,5,3,3,2,4,4,12,19.0,neutral or dissatisfied
2890,Male,disloyal Customer,10,Business travel,Business,4015,4,2,3,3,4,2,4,4,3,5,4,3,3,3,4,0.0,neutral or dissatisfied
2891,Male,Loyal Customer,64,Business travel,Eco Plus,3254,3,3,3,4,2,4,5,5,3,2,3,5,3,3,7,7.0,neutral or dissatisfied
2892,Female,Loyal Customer,58,Business travel,Business,2080,3,2,3,3,4,3,1,4,4,3,2,5,3,3,15,7.0,satisfied
2893,Male,Loyal Customer,66,Personal Travel,Business,1718,2,5,2,4,4,3,3,3,3,3,3,3,2,2,15,21.0,satisfied
2894,Female,Loyal Customer,57,Business travel,Eco,1766,4,2,5,4,3,4,5,4,3,4,5,3,5,4,7,13.0,satisfied
2895,Male,Loyal Customer,35,Business travel,Business,1825,1,3,3,4,2,1,4,3,5,5,4,2,4,4,7,0.0,satisfied
2896,Female,Loyal Customer,35,Personal Travel,Eco,1478,3,2,3,2,3,4,3,3,2,1,4,4,4,2,0,0.0,neutral or dissatisfied
2897,Female,Loyal Customer,53,Business travel,Business,1588,1,4,4,3,3,3,3,4,2,3,4,5,2,2,0,7.0,neutral or dissatisfied
2898,Female,Loyal Customer,43,Personal Travel,Business,2862,2,3,3,3,3,3,4,5,5,2,4,2,4,3,14,13.0,neutral or dissatisfied
2899,Female,disloyal Customer,33,Business travel,Business,1387,3,4,3,2,2,5,3,4,3,3,2,4,4,2,24,28.0,satisfied
2900,Male,Loyal Customer,45,Business travel,Eco,1775,3,4,3,2,4,2,4,3,4,3,3,4,2,3,12,12.0,satisfied
2901,Female,Loyal Customer,48,Business travel,Eco,3559,3,2,4,2,4,4,4,5,4,3,4,3,2,2,6,7.0,neutral or dissatisfied
2902,Female,Loyal Customer,25,Business travel,Business,1674,4,5,3,5,2,4,2,1,1,2,3,2,2,5,4,11.0,satisfied
2903,Female,Loyal Customer,56,Business travel,Business,577,4,4,4,3,3,2,3,3,4,2,4,5,2,2,17,8.0,satisfied
2904,Female,disloyal Customer,31,Business travel,Business,133,3,2,2,4,5,2,3,2,3,5,2,4,4,2,1,0.0,satisfied
2905,Female,Loyal Customer,27,Business travel,Business,3837,3,3,3,2,3,3,3,3,5,1,3,4,4,3,6,0.0,neutral or dissatisfied
2906,Female,Loyal Customer,39,Business travel,Eco,4744,3,4,4,5,2,2,3,4,2,4,3,3,3,1,26,28.0,neutral or dissatisfied
2907,Female,disloyal Customer,15,Business travel,Eco,3428,4,4,4,3,2,3,3,4,5,2,5,3,3,2,23,13.0,satisfied
2908,Female,Loyal Customer,54,Business travel,Business,349,2,4,1,3,2,4,2,3,5,3,3,2,2,1,27,34.0,satisfied
2909,Male,Loyal Customer,64,Personal Travel,Business,2838,5,4,3,1,3,3,5,4,3,5,4,4,5,3,7,3.0,satisfied
2910,Male,Loyal Customer,81,Personal Travel,Eco,1390,4,4,2,4,3,4,3,2,3,4,1,3,3,4,13,17.0,neutral or dissatisfied
2911,Male,Loyal Customer,29,Personal Travel,Business,1637,2,2,4,4,2,5,5,2,3,1,2,2,3,3,2,0.0,satisfied
2912,Male,Loyal Customer,49,Business travel,Business,4611,2,5,3,2,5,4,5,3,5,3,4,2,3,5,2,8.0,satisfied
2913,Male,Loyal Customer,46,Business travel,Eco,4130,3,5,4,4,3,4,2,3,3,3,3,5,2,2,4,13.0,neutral or dissatisfied
2914,Male,disloyal Customer,64,Business travel,Business,3689,3,4,2,2,2,3,3,5,4,4,3,3,3,3,22,28.0,neutral or dissatisfied
2915,Male,Loyal Customer,55,Personal Travel,Business,2529,4,3,3,4,2,0,3,5,3,3,3,3,5,4,8,1.0,satisfied
2916,Male,Loyal Customer,69,Personal Travel,Business,2911,3,3,3,3,2,4,4,3,4,3,3,2,3,4,6,17.0,satisfied
2917,Female,Loyal Customer,73,Business travel,Eco,4583,5,3,5,4,2,4,4,1,4,5,1,3,4,4,4,9.0,satisfied
2918,Female,Loyal Customer,15,Business travel,Business,3321,3,3,4,3,3,3,3,2,3,5,3,1,1,4,1,0.0,satisfied
2919,Female,disloyal Customer,34,Personal Travel,Eco,2916,5,1,4,4,2,4,3,2,5,4,3,3,2,3,3,5.0,satisfied
2920,Male,Loyal Customer,57,Business travel,Business,530,4,5,5,4,4,3,5,3,3,2,4,2,3,4,15,27.0,neutral or dissatisfied
2921,Male,Loyal Customer,49,Business travel,Business,4982,2,4,3,3,2,4,3,3,4,0,4,4,1,2,25,18.0,satisfied
2922,Female,Loyal Customer,44,Business travel,Eco,4052,5,1,3,3,4,5,4,2,2,2,0,1,4,5,7,0.0,satisfied
2923,Male,Loyal Customer,20,Personal Travel,Business,1855,4,4,3,2,4,4,3,5,4,1,2,2,3,3,12,11.0,satisfied
2924,Female,disloyal Customer,51,Business travel,Business,1288,3,3,3,3,4,5,3,4,4,3,5,4,4,3,5,0.0,satisfied
2925,Male,Loyal Customer,64,Business travel,Business,4840,4,3,0,5,4,5,4,5,3,4,4,5,3,3,13,13.0,neutral or dissatisfied
2926,Male,Loyal Customer,9,Business travel,Eco,4783,2,4,3,4,5,2,5,1,4,5,4,3,3,4,1,6.0,neutral or dissatisfied
2927,Female,Loyal Customer,53,Business travel,Business,2130,1,1,3,2,2,4,4,5,2,4,3,3,0,4,4,5.0,satisfied
2928,Male,Loyal Customer,77,Personal Travel,Eco,1195,3,3,3,5,4,3,3,3,4,2,4,3,2,0,5,0.0,satisfied
2929,Male,Loyal Customer,51,Personal Travel,Business,3999,5,3,1,3,3,2,5,3,2,3,2,5,4,5,21,28.0,satisfied
2930,Female,Loyal Customer,81,Business travel,Business,3145,3,3,3,4,4,3,4,3,3,3,3,3,2,5,32,31.0,neutral or dissatisfied
2931,Male,Loyal Customer,34,Business travel,Business,4505,5,1,1,4,3,5,3,2,2,1,4,3,2,5,18,12.0,satisfied
2932,Female,Loyal Customer,7,Personal Travel,Business,2749,4,3,5,3,4,3,4,3,3,2,4,2,3,3,1,3.0,satisfied
2933,Male,Loyal Customer,60,Personal Travel,Eco,2781,3,4,3,1,2,1,4,4,5,3,3,2,3,5,10,19.0,satisfied
2934,Male,Loyal Customer,23,Business travel,Business,758,4,3,1,4,2,2,5,1,5,5,4,3,4,3,4,0.0,neutral or dissatisfied
2935,Female,Loyal Customer,7,Business travel,Eco,3035,5,3,3,1,2,4,3,5,2,3,3,4,3,3,3,15.0,satisfied
2936,Male,Loyal Customer,21,Business travel,Business,1846,3,5,4,4,3,2,4,4,5,2,3,3,2,4,11,11.0,satisfied
2937,Female,Loyal Customer,79,Personal Travel,Eco,1067,3,2,3,3,3,1,4,3,5,3,5,4,1,4,6,7.0,satisfied
2938,Female,Loyal Customer,67,Business travel,Business,3917,3,4,2,4,2,2,4,4,4,3,5,2,5,4,0,0.0,neutral or dissatisfied
2939,Female,Loyal Customer,28,Business travel,Eco,1761,0,3,2,3,2,3,3,4,5,3,3,2,3,1,36,32.0,neutral or dissatisfied
2940,Male,Loyal Customer,53,Personal Travel,Business,1102,3,5,3,4,2,4,3,3,3,3,2,4,4,3,6,0.0,satisfied
2941,Female,disloyal Customer,33,Business travel,Eco,4804,4,3,3,3,1,3,4,2,3,4,3,2,1,2,3,18.0,satisfied
2942,Female,Loyal Customer,20,Personal Travel,Eco,4816,3,4,2,3,3,4,2,5,3,5,3,2,3,4,13,4.0,satisfied
2943,Female,Loyal Customer,84,Business travel,Eco,2498,3,4,3,3,3,4,3,2,4,4,1,3,3,2,8,17.0,satisfied
2944,Male,disloyal Customer,70,Business travel,Business,1512,3,2,2,5,3,2,3,3,3,3,5,3,3,3,15,28.0,neutral or dissatisfied
2945,Female,Loyal Customer,35,Personal Travel,Eco,850,1,2,4,4,3,3,5,2,2,3,2,3,4,4,27,22.0,neutral or dissatisfied
2946,Male,Loyal Customer,34,Personal Travel,Business,3152,5,3,4,2,5,3,3,4,2,3,2,5,3,5,9,13.0,neutral or dissatisfied
2947,Female,Loyal Customer,70,Personal Travel,Business,3073,3,4,2,2,4,4,3,3,3,4,3,5,3,4,8,13.0,satisfied
2948,Male,Loyal Customer,42,Personal Travel,Eco,3113,2,3,2,4,4,3,2,2,2,3,3,4,3,4,1,6.0,neutral or dissatisfied
2949,Female,Loyal Customer,36,Business travel,Eco,3850,4,3,3,4,3,2,5,2,4,1,3,3,3,2,32,27.0,neutral or dissatisfied
2950,Female,Loyal Customer,37,Business travel,Business,2380,4,5,3,2,4,3,4,3,5,4,4,5,2,2,2,0.0,neutral or dissatisfied
2951,Male,Loyal Customer,41,Business travel,Eco,3432,3,1,3,5,3,4,5,4,4,4,5,3,4,2,17,23.0,satisfied
2952,Female,Loyal Customer,47,Personal Travel,Eco,3294,4,2,4,3,3,4,2,1,5,3,4,3,3,2,29,16.0,neutral or dissatisfied
2953,Female,Loyal Customer,10,Business travel,Business,3988,2,0,3,3,5,4,4,2,4,5,2,2,3,3,16,0.0,satisfied
2954,Male,disloyal Customer,44,Personal Travel,Business,3730,3,4,5,2,3,4,2,3,5,2,3,2,5,4,15,15.0,neutral or dissatisfied
2955,Male,Loyal Customer,41,Personal Travel,Eco,227,4,3,3,4,2,3,4,5,3,5,3,4,5,4,6,5.0,satisfied
2956,Female,Loyal Customer,28,Personal Travel,Business,3114,2,4,2,3,4,3,4,4,3,2,4,1,4,1,10,11.0,satisfied
2957,Male,disloyal Customer,34,Personal Travel,Business,4878,2,3,1,2,4,2,4,3,3,3,4,2,1,3,11,6.0,satisfied
2958,Male,Loyal Customer,40,Business travel,Business,2821,3,4,5,3,3,1,2,4,3,2,3,3,3,3,2,8.0,neutral or dissatisfied
2959,Female,Loyal Customer,35,Business travel,Eco,2672,3,3,4,5,1,5,2,3,3,3,3,1,5,1,13,19.0,satisfied
2960,Male,Loyal Customer,77,Personal Travel,Business,3052,4,3,3,4,4,3,2,0,2,4,4,3,3,4,14,15.0,neutral or dissatisfied
2961,Female,Loyal Customer,48,Business travel,Business,2821,1,3,3,2,3,1,4,5,2,2,3,3,4,4,21,11.0,satisfied
2962,Male,Loyal Customer,46,Business travel,Business,2039,0,3,3,2,3,5,3,4,4,2,4,4,4,3,4,12.0,satisfied
2963,Female,Loyal Customer,27,Personal Travel,Business,4970,4,5,3,5,4,3,3,3,4,3,4,2,2,3,4,0.0,satisfied
2964,Male,Loyal Customer,78,Business travel,Eco Plus,400,2,1,3,3,1,4,2,3,5,5,5,3,5,3,25,15.0,neutral or dissatisfied
2965,Female,Loyal Customer,8,Business travel,Eco,4080,2,3,4,4,3,3,3,4,3,3,3,1,4,4,1,7.0,neutral or dissatisfied
2966,Female,Loyal Customer,49,Business travel,Eco,840,1,3,2,4,2,2,5,3,3,3,5,2,3,2,25,16.0,neutral or dissatisfied
2967,Male,Loyal Customer,20,Business travel,Eco,1072,4,3,2,0,5,4,4,3,2,3,3,1,3,2,5,0.0,neutral or dissatisfied
2968,Male,Loyal Customer,66,Personal Travel,Business,3053,3,3,1,4,3,4,4,2,4,1,4,4,2,2,3,4.0,neutral or dissatisfied
2969,Female,Loyal Customer,36,Business travel,Eco,3207,3,2,3,2,2,3,4,3,2,4,4,3,2,5,0,7.0,satisfied
2970,Female,Loyal Customer,29,Business travel,Eco Plus,4639,3,5,4,3,4,5,3,2,3,4,2,3,2,5,24,28.0,neutral or dissatisfied
2971,Female,Loyal Customer,11,Business travel,Eco,1506,1,3,2,5,0,4,5,2,4,1,3,4,5,2,19,29.0,neutral or dissatisfied
2972,Male,Loyal Customer,68,Personal Travel,Eco,177,2,5,1,5,4,4,4,3,1,5,2,4,4,2,9,6.0,satisfied
2973,Female,Loyal Customer,37,Personal Travel,Business,1312,3,4,3,4,2,2,3,4,4,3,3,5,2,2,7,1.0,satisfied
2974,Female,disloyal Customer,27,Business travel,Eco,2742,2,3,2,4,2,2,4,2,4,2,3,3,5,2,13,3.0,satisfied
2975,Male,Loyal Customer,72,Business travel,Business,1818,3,4,5,4,3,5,4,3,4,3,3,2,5,5,8,8.0,satisfied
2976,Male,Loyal Customer,8,Business travel,Eco,1297,3,3,4,5,4,1,2,1,3,2,3,4,2,2,14,16.0,neutral or dissatisfied
2977,Male,Loyal Customer,43,Business travel,Business,4574,4,4,2,5,5,3,3,2,3,1,3,5,4,4,5,24.0,satisfied
2978,Female,Loyal Customer,19,Business travel,Eco,2830,1,2,3,3,1,3,5,2,5,3,3,2,2,3,29,33.0,neutral or dissatisfied
2979,Male,Loyal Customer,16,Business travel,Eco,3376,3,1,2,2,3,3,5,4,3,3,2,2,4,3,1,0.0,satisfied
2980,Male,disloyal Customer,8,Business travel,Eco,3760,4,3,2,3,5,3,3,1,3,1,2,0,4,3,38,47.0,satisfied
2981,Female,disloyal Customer,21,Business travel,Business,2075,2,4,3,3,2,4,4,4,2,2,2,1,3,4,0,0.0,neutral or dissatisfied
2982,Male,Loyal Customer,80,Business travel,Eco,3690,3,3,4,3,2,3,3,3,0,2,1,5,2,3,0,0.0,neutral or dissatisfied
2983,Female,Loyal Customer,41,Business travel,Eco,4820,4,4,3,2,3,4,4,4,4,3,2,3,3,4,8,16.0,satisfied
2984,Female,Loyal Customer,84,Business travel,Eco,3638,3,4,2,3,4,4,3,4,3,4,4,2,4,4,20,26.0,neutral or dissatisfied
2985,Female,Loyal Customer,27,Personal Travel,Eco,1519,4,1,1,1,4,3,3,3,2,3,3,3,5,3,5,13.0,neutral or dissatisfied
2986,Female,Loyal Customer,66,Business travel,Eco,3905,3,3,2,3,3,2,3,4,5,3,3,5,4,3,6,2.0,neutral or dissatisfied
2987,Female,Loyal Customer,13,Business travel,Eco,1218,3,4,4,3,2,3,5,5,4,1,3,3,4,1,4,21.0,neutral or dissatisfied
2988,Female,Loyal Customer,15,Personal Travel,Business,409,2,3,2,3,4,5,3,5,3,3,5,5,2,3,9,16.0,satisfied
2989,Female,disloyal Customer,8,Business travel,Business,2248,3,2,4,4,2,2,4,2,4,2,3,2,1,3,12,5.0,satisfied
2990,Male,Loyal Customer,77,Personal Travel,Eco,2572,3,3,2,4,1,5,3,1,4,1,3,5,1,3,0,17.0,satisfied
2991,Male,Loyal Customer,59,Business travel,Eco,2375,2,4,3,5,1,1,3,3,4,4,2,2,3,3,19,,satisfied
2992,Female,disloyal Customer,65,Personal Travel,Business,1345,4,5,3,2,2,2,4,3,3,2,5,2,2,4,20,20.0,satisfied
2993,Male,Loyal Customer,79,Business travel,Business,1401,4,1,2,3,5,3,2,1,4,3,2,2,3,4,1,0.0,neutral or dissatisfied
2994,Female,Loyal Customer,32,Business travel,Business,4610,2,3,3,3,2,4,4,3,4,2,2,3,4,1,20,0.0,satisfied
2995,Female,Loyal Customer,63,Personal Travel,Eco,1493,2,2,2,3,5,3,3,0,3,2,2,4,4,3,16,22.0,neutral or dissatisfied
2996,Female,Loyal Customer,46,Personal Travel,Eco,3925,2,4,2,2,4,5,3,5,1,4,3,2,1,3,1,0.0,satisfied
2997,Male,Loyal Customer,49,Business travel,Eco,1325,1,4,0,2,3,3,2,4,4,2,4,4,5,3,7,6.0,neutral or dissatisfied
2998,Male,Loyal Customer,58,Personal Travel,Business,582,5,3,4,3,0,3,5,2,4,2,3,2,4,5,2,2.0,satisfied
2999,Male,Loyal Customer,43,Business travel,Business,362,3,4,3,1,2,3,3,3,4,2,3,3,4,1,5,0.0,satisfied
3000,Female,Loyal Customer,8,Personal Travel,Eco,1254,2,4,4,3,2,5,3,3,3,3,2,2,3,3,3,7.0,neutral or dissatisfied
3001,Female,Loyal Customer,12,Personal Travel,Business,4214,2,3,4,2,5,2,4,4,4,3,5,5,3,5,1,0.0,satisfied
3002,Female,Loyal Customer,46,Business travel,Business,2303,3,2,4,3,2,3,2,3,2,2,3,4,4,3,14,2.0,satisfied
3003,Female,Loyal Customer,51,Personal Travel,Business,3490,2,5,2,4,2,2,4,4,3,2,4,3,2,2,5,5.0,neutral or dissatisfied
3004,Female,Loyal Customer,64,Personal Travel,Eco,4816,5,4,1,2,3,4,3,2,2,3,2,3,4,3,13,9.0,neutral or dissatisfied
3005,Female,Loyal Customer,51,Personal Travel,Eco,288,2,4,4,4,1,2,2,3,4,2,3,2,5,5,0,0.0,neutral or dissatisfied
3006,Male,Loyal Customer,21,Business travel,Business,592,1,2,3,2,3,5,3,5,3,5,4,2,3,4,6,0.0,satisfied
3007,Female,Loyal Customer,35,Personal Travel,Business,4604,4,4,2,3,2,3,2,3,3,2,1,4,4,3,2,3.0,satisfied
3008,Male,Loyal Customer,41,Business travel,Eco Plus,2861,3,5,4,4,5,4,3,3,4,3,4,1,2,5,13,14.0,neutral or dissatisfied
3009,Female,Loyal Customer,83,Business travel,Business,3108,3,3,3,3,2,4,2,2,3,3,3,3,4,4,33,44.0,satisfied
3010,Female,Loyal Customer,48,Personal Travel,Business,1739,4,3,4,2,5,3,2,5,4,3,4,4,4,0,13,22.0,satisfied
3011,Male,Loyal Customer,56,Business travel,Business,4142,3,2,2,3,2,3,4,4,5,4,5,1,3,3,14,17.0,neutral or dissatisfied
3012,Female,Loyal Customer,64,Personal Travel,Business,3249,3,2,4,1,3,3,3,2,4,4,3,3,4,5,5,0.0,neutral or dissatisfied
3013,Male,Loyal Customer,35,Business travel,Eco,1325,1,2,3,3,4,4,5,4,1,4,0,2,2,3,10,6.0,satisfied
3014,Female,Loyal Customer,82,Business travel,Eco,3261,1,3,4,0,3,2,4,2,3,4,2,3,5,5,25,28.0,satisfied
3015,Male,Loyal Customer,59,Personal Travel,Business,69,2,3,4,4,3,2,3,4,3,1,3,3,5,2,7,14.0,satisfied
3016,Male,Loyal Customer,73,Business travel,Eco,1240,2,3,4,4,4,4,4,4,5,3,5,1,3,2,1,5.0,satisfied
3017,Female,Loyal Customer,65,Business travel,Business,1059,3,2,3,5,3,3,2,5,3,3,3,4,4,4,8,,neutral or dissatisfied
3018,Male,Loyal Customer,55,Business travel,Eco,3939,1,3,4,5,3,1,4,3,2,2,5,2,3,4,1,2.0,satisfied
3019,Female,Loyal Customer,9,Business travel,Business,3688,3,2,4,4,2,3,4,3,4,5,1,2,2,3,2,0.0,satisfied
3020,Female,Loyal Customer,52,Business travel,Business,501,3,3,4,2,3,5,4,1,3,1,3,3,5,4,12,0.0,neutral or dissatisfied
3021,Male,disloyal Customer,17,Business travel,Eco,4536,3,1,3,5,3,3,3,3,3,3,4,3,3,3,0,0.0,neutral or dissatisfied
3022,Male,disloyal Customer,54,Personal Travel,Eco,4099,3,3,4,2,3,3,3,2,3,3,4,3,4,2,5,2.0,neutral or dissatisfied
3023,Male,disloyal Customer,61,Personal Travel,Eco,2202,3,3,2,1,3,2,3,3,2,3,1,4,5,4,33,39.0,neutral or dissatisfied
3024,Male,Loyal Customer,49,Personal Travel,Eco,1099,2,3,5,5,1,3,5,3,3,2,2,0,4,3,4,0.0,satisfied
3025,Male,Loyal Customer,31,Business travel,Eco,2130,4,1,1,4,2,2,4,4,3,3,3,4,3,4,12,5.0,satisfied
3026,Female,Loyal Customer,11,Personal Travel,Eco,2968,3,4,3,1,4,4,2,3,4,2,2,3,2,3,2,10.0,neutral or dissatisfied
3027,Male,Loyal Customer,59,Business travel,Business,3168,5,3,3,2,1,3,4,4,3,3,4,2,2,3,10,3.0,satisfied
3028,Female,Loyal Customer,61,Personal Travel,Business,1769,3,3,2,4,4,3,3,3,3,3,3,3,3,5,3,0.0,satisfied
3029,Male,Loyal Customer,44,Business travel,Eco,552,3,1,3,2,2,2,4,3,3,3,2,4,3,2,0,3.0,satisfied
3030,Female,Loyal Customer,62,Personal Travel,Eco,3068,3,2,2,2,5,5,4,2,3,3,4,2,4,3,16,21.0,satisfied
3031,Female,Loyal Customer,67,Business travel,Eco,3540,3,3,5,5,4,2,5,3,2,5,4,5,2,3,38,49.0,neutral or dissatisfied
3032,Male,disloyal Customer,46,Business travel,Business,1373,3,5,2,5,3,2,4,5,4,4,2,4,2,4,16,14.0,satisfied
3033,Female,Loyal Customer,10,Personal Travel,Business,3215,3,4,2,3,3,3,4,2,3,3,2,3,3,3,17,,satisfied
3034,Male,Loyal Customer,74,Business travel,Business,2866,5,3,2,3,5,3,4,3,1,3,2,2,3,4,9,8.0,neutral or dissatisfied
3035,Male,Loyal Customer,43,Personal Travel,Eco,2531,4,2,3,4,4,4,4,4,1,3,5,5,3,4,6,2.0,neutral or dissatisfied
3036,Female,Loyal Customer,59,Personal Travel,Business,90,4,2,4,2,4,4,2,3,4,4,3,3,3,2,18,21.0,neutral or dissatisfied
3037,Female,disloyal Customer,78,Business travel,Eco,1571,2,3,4,1,4,4,2,1,3,2,1,3,2,2,22,20.0,neutral or dissatisfied
3038,Male,Loyal Customer,35,Business travel,Business,1903,2,4,5,0,2,5,2,4,3,5,2,3,4,2,32,1306.0,satisfied
3039,Male,disloyal Customer,55,Business travel,Business,4177,3,3,2,3,3,1,4,2,3,3,4,4,5,2,4,0.0,neutral or dissatisfied
3040,Male,Loyal Customer,8,Personal Travel,Eco,4140,4,5,4,4,2,3,1,2,4,5,3,4,4,4,0,0.0,neutral or dissatisfied
3041,Male,Loyal Customer,76,Personal Travel,Business,4375,2,2,3,3,2,3,3,2,5,5,2,3,3,3,6,10.0,satisfied
3042,Male,Loyal Customer,11,Business travel,Eco,2341,2,3,3,4,3,5,3,3,4,2,3,2,1,4,0,0.0,satisfied
3043,Male,Loyal Customer,49,Personal Travel,Business,1668,5,1,4,4,3,3,5,2,4,3,4,4,5,2,9,0.0,neutral or dissatisfied
3044,Female,Loyal Customer,34,Business travel,Eco,2521,4,3,1,5,3,1,3,2,3,3,5,2,3,3,2,14.0,neutral or dissatisfied
3045,Male,Loyal Customer,9,Business travel,Eco,3968,4,5,5,3,2,4,3,4,2,4,3,2,5,4,13,11.0,neutral or dissatisfied
3046,Female,disloyal Customer,43,Personal Travel,Eco,3126,3,2,3,3,2,3,5,3,4,3,4,3,5,4,9,16.0,satisfied
3047,Female,Loyal Customer,79,Personal Travel,Business,3026,2,4,1,3,5,4,3,4,4,4,3,2,4,2,25,33.0,neutral or dissatisfied
3048,Female,disloyal Customer,20,Business travel,Business,2199,4,5,2,3,3,2,3,2,4,1,3,3,4,5,5,17.0,satisfied
3049,Male,Loyal Customer,29,Business travel,Eco,3497,3,2,3,1,1,4,3,3,5,2,2,4,4,5,6,6.0,neutral or dissatisfied
3050,Female,disloyal Customer,21,Business travel,Eco Plus,4342,2,4,2,4,3,3,4,4,2,3,5,2,3,4,7,0.0,neutral or dissatisfied
3051,Female,Loyal Customer,16,Business travel,Eco,3356,2,5,1,3,5,2,3,2,3,2,3,3,2,5,3,0.0,satisfied
3052,Male,Loyal Customer,24,Business travel,Eco,2046,2,3,3,3,4,4,3,2,4,1,2,2,4,3,5,3.0,satisfied
3053,Female,Loyal Customer,51,Personal Travel,Eco,4207,4,4,2,2,2,3,5,4,3,4,2,4,2,2,1,14.0,satisfied
3054,Male,Loyal Customer,67,Business travel,Eco,4715,1,1,4,2,2,4,3,3,5,2,4,4,3,3,12,12.0,neutral or dissatisfied
3055,Female,Loyal Customer,60,Business travel,Eco,3993,4,4,2,3,2,3,3,3,3,2,2,4,2,4,6,16.0,neutral or dissatisfied
3056,Male,Loyal Customer,67,Personal Travel,Eco,4390,2,4,5,4,2,4,2,3,5,4,5,3,4,3,11,4.0,neutral or dissatisfied
3057,Female,Loyal Customer,62,Business travel,Eco,1364,3,2,4,2,2,2,3,5,3,4,4,3,3,4,0,11.0,neutral or dissatisfied
3058,Male,Loyal Customer,36,Business travel,Eco,2134,3,2,3,4,1,5,3,3,5,2,4,4,2,5,2,7.0,neutral or dissatisfied
3059,Male,Loyal Customer,77,Personal Travel,Eco,1284,3,4,4,3,3,2,3,3,1,2,3,4,3,4,3,4.0,neutral or dissatisfied
3060,Male,Loyal Customer,20,Business travel,Business,1860,3,3,1,1,3,4,2,3,4,2,3,4,5,3,2,9.0,neutral or dissatisfied
3061,Male,Loyal Customer,61,Business travel,Business,3680,3,4,2,5,3,3,3,1,3,4,3,3,2,1,21,17.0,neutral or dissatisfied
3062,Male,Loyal Customer,15,Business travel,Eco Plus,3399,2,3,5,3,3,3,2,4,1,4,2,2,3,2,10,13.0,neutral or dissatisfied
